"","GEOID","white","hisp","no_income","poverty"
"732","060014378002",327,NA,NA,NA
"733","060014379001",293,NA,NA,NA
"734","060014379002",484,NA,NA,NA
"735","060014380001",713,NA,NA,NA
"736","060014380002",720,NA,NA,NA
"737","060014381001",258,NA,NA,NA
"738","060014381002",347,NA,NA,NA
"739","060014381003",197,NA,NA,NA
"740","060014381004",619,NA,NA,NA
"741","060014381005",651,NA,NA,NA
"742","060014381006",356,NA,NA,NA
"743","060014382011",604,NA,NA,NA
"744","060014382012",484,NA,NA,NA
"745","060014382013",436,NA,NA,NA
"746","060014382031",495,NA,NA,NA
"747","060014382032",403,NA,NA,NA
"748","060014382041",449,NA,NA,NA
"749","060014382042",445,NA,NA,NA
"750","060014382043",620,NA,NA,NA
"751","060014383001",484,NA,NA,NA
"752","060014383002",295,NA,NA,NA
"753","060014383003",281,NA,NA,NA
"754","060014384001",297,NA,NA,NA
"755","060014384002",540,NA,NA,NA
"756","060014401001",1223,NA,NA,NA
"757","060014402001",413,NA,NA,NA
"758","060014402002",446,NA,NA,NA
"759","060014402003",188,NA,NA,NA
"760","060014402004",264,NA,NA,NA
"761","060014403011",518,NA,NA,NA
"762","060014403012",1090,NA,NA,NA
"763","060014403013",197,NA,NA,NA
"764","060014403014",396,NA,NA,NA
"765","060014403041",100,NA,NA,NA
"766","060014403042",267,NA,NA,NA
"767","060014403043",98,NA,NA,NA
"768","060014403051",169,NA,NA,NA
"769","060014403052",336,NA,NA,NA
"770","060014403053",475,NA,NA,NA
"771","060014403061",408,NA,NA,NA
"772","060014403062",221,NA,NA,NA
"773","060014403071",655,NA,NA,NA
"774","060014403072",192,NA,NA,NA
"775","060014403073",133,NA,NA,NA
"776","060014403081",532,NA,NA,NA
"777","060014403082",148,NA,NA,NA
"778","060014403083",488,NA,NA,NA
"779","060014403084",309,NA,NA,NA
"780","060014403311",409,NA,NA,NA
"781","060014403312",302,NA,NA,NA
"782","060014403321",196,NA,NA,NA
"783","060014403322",251,NA,NA,NA
"784","060014403331",304,NA,NA,NA
"785","060014403332",231,NA,NA,NA
"786","060014403341",534,NA,NA,NA
"787","060014403342",197,NA,NA,NA
"788","060014403351",871,NA,NA,NA
"789","060014403352",495,NA,NA,NA
"790","060014403361",431,NA,NA,NA
"791","060014403362",548,NA,NA,NA
"792","060014411001",1157,NA,NA,NA
"793","060014411002",1078,NA,NA,NA
"794","060014412001",1650,NA,NA,NA
"795","060014412002",709,NA,NA,NA
"796","060014412003",705,NA,NA,NA
"797","060014413011",166,NA,NA,NA
"798","060014413012",559,NA,NA,NA
"799","060014413021",889,NA,NA,NA
"800","060014413022",333,NA,NA,NA
"801","060014413023",107,NA,NA,NA
"802","060014413024",457,NA,NA,NA
"803","060014414011",509,NA,NA,NA
"804","060014414012",692,NA,NA,NA
"805","060014414013",163,NA,NA,NA
"806","060014414014",446,NA,NA,NA
"807","060014414021",345,NA,NA,NA
"808","060014414022",392,NA,NA,NA
"809","060014414023",246,NA,NA,NA
"810","060014415011",471,NA,NA,NA
"811","060014415012",498,NA,NA,NA
"812","060014415031",448,NA,NA,NA
"813","060014415032",335,NA,NA,NA
"814","060014415211",291,NA,NA,NA
"815","060014415212",291,NA,NA,NA
"816","060014415213",421,NA,NA,NA
"817","060014415214",213,NA,NA,NA
"818","060014415221",267,NA,NA,NA
"819","060014415222",329,NA,NA,NA
"820","060014415223",290,NA,NA,NA
"821","060014415231",321,NA,NA,NA
"822","060014415232",175,NA,NA,NA
"823","060014415233",112,NA,NA,NA
"824","060014415241",177,NA,NA,NA
"825","060014415242",209,NA,NA,NA
"826","060014416011",261,NA,NA,NA
"827","060014416012",899,NA,NA,NA
"828","060014416013",512,NA,NA,NA
"829","060014416021",428,NA,NA,NA
"830","060014416022",702,NA,NA,NA
"831","060014416023",628,NA,NA,NA
"832","060014416024",390,NA,NA,NA
"833","060014417001",596,NA,NA,NA
"834","060014417002",666,NA,NA,NA
"835","060014417003",103,NA,NA,NA
"836","060014417004",1413,NA,NA,NA
"837","060014418001",772,NA,NA,NA
"838","060014418002",470,NA,NA,NA
"839","060014418003",1166,NA,NA,NA
"840","060014418004",479,NA,NA,NA
"841","060014419211",336,NA,NA,NA
"842","060014419212",625,NA,NA,NA
"843","060014419231",275,NA,NA,NA
"844","060014419232",132,NA,NA,NA
"845","060014419233",589,NA,NA,NA
"846","060014419241",178,NA,NA,NA
"847","060014419242",383,NA,NA,NA
"848","060014419243",554,NA,NA,NA
"849","060014419244",353,NA,NA,NA
"850","060014419251",346,NA,NA,NA
"851","060014419252",830,NA,NA,NA
"852","060014419261",461,NA,NA,NA
"853","060014419262",271,NA,NA,NA
"854","060014419271",457,NA,NA,NA
"855","060014419272",230,NA,NA,NA
"856","060014420001",746,NA,NA,NA
"857","060014420002",39,NA,NA,NA
"858","060014421001",231,NA,NA,NA
"859","060014421002",539,NA,NA,NA
"860","060014422001",305,NA,NA,NA
"861","060014422002",502,NA,NA,NA
"862","060014422003",362,NA,NA,NA
"863","060014422004",441,NA,NA,NA
"864","060014423011",302,NA,NA,NA
"865","060014423012",226,NA,NA,NA
"866","060014423013",769,NA,NA,NA
"867","060014423021",557,NA,NA,NA
"868","060014423022",200,NA,NA,NA
"869","060014423023",526,NA,NA,NA
"870","060014424001",457,NA,NA,NA
"871","060014424002",493,NA,NA,NA
"872","060014424003",554,NA,NA,NA
"873","060014424004",359,NA,NA,NA
"874","060014425001",403,NA,NA,NA
"875","060014425002",490,NA,NA,NA
"876","060014425003",315,NA,NA,NA
"877","060014425004",444,NA,NA,NA
"878","060014426011",640,NA,NA,NA
"879","060014426012",1070,NA,NA,NA
"880","060014426021",783,NA,NA,NA
"881","060014426022",1234,NA,NA,NA
"882","060014427001",583,NA,NA,NA
"883","060014427002",411,NA,NA,NA
"884","060014427003",388,NA,NA,NA
"885","060014428001",1100,NA,NA,NA
"886","060014429001",856,NA,NA,NA
"887","060014429002",482,NA,NA,NA
"888","060014429003",954,NA,NA,NA
"889","060014429004",72,NA,NA,NA
"890","060014430011",789,NA,NA,NA
"891","060014430021",531,NA,NA,NA
"892","060014430022",498,NA,NA,NA
"893","060014430023",481,NA,NA,NA
"894","060014431021",200,NA,NA,NA
"895","060014431022",262,NA,NA,NA
"896","060014431023",199,NA,NA,NA
"897","060014431024",180,NA,NA,NA
"898","060014431031",282,NA,NA,NA
"899","060014431032",239,NA,NA,NA
"900","060014431041",263,NA,NA,NA
"901","060014431042",214,NA,NA,NA
"902","060014431043",569,NA,NA,NA
"903","060014431051",321,NA,NA,NA
"904","060014431052",359,NA,NA,NA
"905","060014432001",619,NA,NA,NA
"906","060014432002",126,NA,NA,NA
"907","060014433011",351,NA,NA,NA
"908","060014433012",869,NA,NA,NA
"909","060014433211",85,NA,NA,NA
"910","060014433212",168,NA,NA,NA
"911","060014433221",348,NA,NA,NA
"912","060014433222",370,NA,NA,NA
"913","060014441001",1742,NA,NA,NA
"914","060014441002",671,NA,NA,NA
"915","060014441003",470,NA,NA,NA
"916","060014441004",742,NA,NA,NA
"917","060014442001",392,NA,NA,NA
"918","060014442002",859,NA,NA,NA
"919","060014442003",769,NA,NA,NA
"920","060014443011",883,NA,NA,NA
"921","060014443012",700,NA,NA,NA
"922","060014443021",423,NA,NA,NA
"923","060014443022",613,NA,NA,NA
"924","060014444001",346,NA,NA,NA
"925","060014444002",420,NA,NA,NA
"926","060014444003",347,NA,NA,NA
"927","060014445001",210,NA,NA,NA
"928","060014445002",445,NA,NA,NA
"929","060014445003",589,NA,NA,NA
"930","060014445004",888,NA,NA,NA
"931","060014446011",1200,NA,NA,NA
"932","060014446012",1208,NA,NA,NA
"933","060014446021",784,NA,NA,NA
"934","060014446022",216,NA,NA,NA
"935","060014501011",2119,NA,NA,NA
"936","060014501021",873,NA,NA,NA
"937","060014501022",21,NA,NA,NA
"938","060014501023",1073,NA,NA,NA
"939","060014502001",746,NA,NA,NA
"940","060014502002",994,NA,NA,NA
"941","060014502003",891,NA,NA,NA
"942","060014503001",1217,NA,NA,NA
"943","060014503002",2191,NA,NA,NA
"944","060014504001",1471,NA,NA,NA
"945","060014504002",1096,NA,NA,NA
"946","060014504003",1573,NA,NA,NA
"947","060014505011",402,NA,NA,NA
"948","060014505012",1567,NA,NA,NA
"949","060014505021",1661,NA,NA,NA
"950","060014505022",1170,NA,NA,NA
"951","060014506011",513,NA,NA,NA
"952","060014506012",1542,NA,NA,NA
"953","060014506021",377,NA,NA,NA
"954","060014506022",865,NA,NA,NA
"955","060014506023",1888,NA,NA,NA
"956","060014506024",582,NA,NA,NA
"957","060014506025",2109,NA,NA,NA
"958","060014506031",792,NA,NA,NA
"959","060014506032",516,NA,NA,NA
"960","060014506033",924,NA,NA,NA
"961","060014506034",980,NA,NA,NA
"962","060014506041",781,NA,NA,NA
"963","060014506042",1398,NA,NA,NA
"964","060014506043",873,NA,NA,NA
"965","060014506044",445,NA,NA,NA
"966","060014506051",892,NA,NA,NA
"967","060014506052",720,NA,NA,NA
"968","060014506053",1055,NA,NA,NA
"969","060014506061",1310,NA,NA,NA
"970","060014506062",1079,NA,NA,NA
"971","060014506063",1624,NA,NA,NA
"972","060014506071",1688,NA,NA,NA
"973","060014506072",1835,NA,NA,NA
"974","060014507011",824,NA,NA,NA
"975","060014507012",977,NA,NA,NA
"976","060014507013",2097,NA,NA,NA
"977","060014507014",1230,NA,NA,NA
"978","060014507411",1144,NA,NA,NA
"979","060014507412",1039,NA,NA,NA
"980","060014507413",1607,NA,NA,NA
"981","060014507421",1330,NA,NA,NA
"982","060014507422",1133,NA,NA,NA
"983","060014507423",1017,NA,NA,NA
"984","060014507431",710,NA,NA,NA
"985","060014507432",849,NA,NA,NA
"986","060014507441",2006,NA,NA,NA
"987","060014507442",1801,NA,NA,NA
"988","060014507451",866,NA,NA,NA
"989","060014507452",1389,NA,NA,NA
"990","060014507461",1679,NA,NA,NA
"991","060014507462",716,NA,NA,NA
"992","060014507501",1652,NA,NA,NA
"993","060014507511",1578,NA,NA,NA
"994","060014507521",1901,NA,NA,NA
"995","060014511011",1624,NA,NA,NA
"996","060014511012",2213,NA,NA,NA
"997","060014511013",1170,NA,NA,NA
"998","060014511014",0,NA,NA,NA
"999","060014511015",1196,NA,NA,NA
"1000","060014511021",988,NA,NA,NA
"1001","060014511022",2380,NA,NA,NA
"1002","060014512011",2267,NA,NA,NA
"1003","060014512012",1924,NA,NA,NA
"1004","060014512013",1320,NA,NA,NA
"1005","060014512021",1960,NA,NA,NA
"1006","060014512022",893,NA,NA,NA
"1007","060014512023",821,NA,NA,NA
"1008","060014513001",2487,NA,NA,NA
"1009","060014513002",1189,NA,NA,NA
"1010","060014513003",1513,NA,NA,NA
"1011","060014514011",1168,NA,NA,NA
"1012","060014514012",1896,NA,NA,NA
"1013","060014514013",1303,NA,NA,NA
"1014","060014514031",706,NA,NA,NA
"1015","060014514032",1052,NA,NA,NA
"1016","060014514041",1247,NA,NA,NA
"1017","060014514042",1221,NA,NA,NA
"1018","060014514043",2528,NA,NA,NA
"1019","060014515011",1480,NA,NA,NA
"1020","060014515012",2142,NA,NA,NA
"1021","060014515031",2595,NA,NA,NA
"1022","060014515032",873,NA,NA,NA
"1023","060014515033",488,NA,NA,NA
"1024","060014515034",714,NA,NA,NA
"1025","060014515041",1135,NA,NA,NA
"1026","060014515051",933,NA,NA,NA
"1027","060014515052",2079,NA,NA,NA
"1028","060014515061",1596,NA,NA,NA
"1029","060014515062",918,NA,NA,NA
"1030","060014516011",1311,NA,NA,NA
"1031","060014516012",3276,NA,NA,NA
"1032","060014516021",1951,NA,NA,NA
"1033","060014516022",982,NA,NA,NA
"1034","060014516023",1456,NA,NA,NA
"1035","060014516024",1257,NA,NA,NA
"1036","060014517011",856,NA,NA,NA
"1037","060014517012",1058,NA,NA,NA
"1038","060014517013",705,NA,NA,NA
"1039","060014517031",1182,NA,NA,NA
"1040","060014517032",1774,NA,NA,NA
"1041","060014517041",1020,NA,NA,NA
"1042","060014517042",2196,NA,NA,NA
"1043","060014517043",590,NA,NA,NA
"1044","060019819001",58,NA,NA,NA
"1045","060019820001",14,NA,NA,NA
"1046","060019832001",341,NA,NA,NA
"1047","060019900000",0,NA,NA,NA
"1048","060030100001",253,NA,NA,NA
"1049","060030100002",346,NA,NA,NA
"1050","060050001011",1191,NA,NA,NA
"1051","060050001012",878,NA,NA,NA
"1052","060050001013",524,NA,NA,NA
"1053","060050001014",925,NA,NA,NA
"1054","060050001021",869,NA,NA,NA
"1055","060050001022",807,NA,NA,NA
"1056","060050002001",938,NA,NA,NA
"1057","060050002002",1167,NA,NA,NA
"1058","060050002003",1052,NA,NA,NA
"1059","060050002004",624,NA,NA,NA
"1060","060050002005",591,NA,NA,NA
"1061","060050003011",664,NA,NA,NA
"1062","060050003012",2428,NA,NA,NA
"1063","060050003031",1792,NA,NA,NA
"1064","060050003032",3603,NA,NA,NA
"1065","060050003041",1936,NA,NA,NA
"1066","060050003042",2224,NA,NA,NA
"1067","060050004011",985,NA,NA,NA
"1068","060050004012",681,NA,NA,NA
"1069","060050004013",1575,NA,NA,NA
"1070","060050004014",1102,NA,NA,NA
"1071","060050004021",1741,NA,NA,NA
"1072","060050004022",581,NA,NA,NA
"1073","060050004023",835,NA,NA,NA
"1074","060050004024",928,NA,NA,NA
"1075","060050005001",954,NA,NA,NA
"1076","060050005002",582,NA,NA,NA
"1077","060050005003",1150,NA,NA,NA
"1078","060070001021",1438,NA,NA,NA
"1079","060070001022",1269,NA,NA,NA
"1080","060070001023",842,NA,NA,NA
"1081","060070001031",4648,NA,NA,NA
"1082","060070001041",1623,NA,NA,NA
"1083","060070001042",1957,NA,NA,NA
"1084","060070001043",716,NA,NA,NA
"1085","060070002011",596,NA,NA,NA
"1086","060070002012",627,NA,NA,NA
"1087","060070002013",746,NA,NA,NA
"1088","060070002014",1608,NA,NA,NA
"1089","060070002021",971,NA,NA,NA
"1090","060070002022",586,NA,NA,NA
"1091","060070002023",623,NA,NA,NA
"1092","060070002024",905,NA,NA,NA
"1093","060070003001",757,NA,NA,NA
"1094","060070003002",1536,NA,NA,NA
"1095","060070003003",778,NA,NA,NA
"1096","060070003004",703,NA,NA,NA
"1097","060070004011",3332,NA,NA,NA
"1098","060070004021",2778,NA,NA,NA
"1099","060070004022",1584,NA,NA,NA
"1100","060070004023",1076,NA,NA,NA
"1101","060070004024",1263,NA,NA,NA
"1102","060070005011",696,NA,NA,NA
"1103","060070005012",883,NA,NA,NA
"1104","060070005013",766,NA,NA,NA
"1105","060070005014",1517,NA,NA,NA
"1106","060070005021",550,NA,NA,NA
"1107","060070005022",761,NA,NA,NA
"1108","060070005023",1108,NA,NA,NA
"1109","060070005024",872,NA,NA,NA
"1110","060070006011",1097,NA,NA,NA
"1111","060070006012",600,NA,NA,NA
"1112","060070006013",1348,NA,NA,NA
"1113","060070006031",371,NA,NA,NA
"1114","060070006032",852,NA,NA,NA
"1115","060070006033",991,NA,NA,NA
"1116","060070006034",688,NA,NA,NA
"1117","060070006041",771,NA,NA,NA
"1118","060070006042",613,NA,NA,NA
"1119","060070006043",501,NA,NA,NA
"1120","060070006044",644,NA,NA,NA
"1121","060070006045",468,NA,NA,NA
"1122","060070007001",779,NA,NA,NA
"1123","060070007002",1145,NA,NA,NA
"1124","060070007003",1194,NA,NA,NA
"1125","060070007004",1159,NA,NA,NA
"1126","060070008001",1187,NA,NA,NA
"1127","060070008002",808,NA,NA,NA
"1128","060070008003",1050,NA,NA,NA
"1129","060070008004",1313,NA,NA,NA
"1130","060070008005",488,NA,NA,NA
"1131","060070008006",343,NA,NA,NA
"1132","060070009011",2164,NA,NA,NA
"1133","060070009031",930,NA,NA,NA
"1134","060070009032",789,NA,NA,NA
"1135","060070009033",2173,NA,NA,NA
"1136","060070009034",1038,NA,NA,NA
"1137","060070009041",2776,NA,NA,NA
"1138","060070009042",3136,NA,NA,NA
"1139","060070009043",414,NA,NA,NA
"1140","060070010001",519,NA,NA,NA
"1141","060070010002",924,NA,NA,NA
"1142","060070010003",322,NA,NA,NA
"1143","060070010004",382,NA,NA,NA
"1144","060070010005",443,NA,NA,NA
"1145","060070010006",871,NA,NA,NA
"1146","060070011001",256,NA,NA,NA
"1147","060070011002",1219,NA,NA,NA
"1148","060070011003",764,NA,NA,NA
"1149","060070011004",591,NA,NA,NA
"1150","060070011005",329,NA,NA,NA
"1151","060070012001",1032,NA,NA,NA
"1152","060070012002",1029,NA,NA,NA
"1153","060070012003",718,NA,NA,NA
"1154","060070012004",513,NA,NA,NA
"1155","060070013001",610,NA,NA,NA
"1156","060070013002",778,NA,NA,NA
"1157","060070013003",675,NA,NA,NA
"1158","060070013004",420,NA,NA,NA
"1159","060070014001",1936,NA,NA,NA
"1160","060070014002",1434,NA,NA,NA
"1161","060070014003",1205,NA,NA,NA
"1162","060070014004",876,NA,NA,NA
"1163","060070015001",1220,NA,NA,NA
"1164","060070015002",1351,NA,NA,NA
"1165","060070015003",1688,NA,NA,NA
"1166","060070015004",651,NA,NA,NA
"1167","060070015005",218,NA,NA,NA
"1168","060070016001",1006,NA,NA,NA
"1169","060070016002",586,NA,NA,NA
"1170","060070016003",914,NA,NA,NA
"1171","060070016004",1649,NA,NA,NA
"1172","060070017021",758,NA,NA,NA
"1173","060070017022",1072,NA,NA,NA
"1174","060070017023",2135,NA,NA,NA
"1175","060070017024",1020,NA,NA,NA
"1176","060070017031",818,NA,NA,NA
"1177","060070017032",1706,NA,NA,NA
"1178","060070017041",897,NA,NA,NA
"1179","060070017042",726,NA,NA,NA
"1180","060070017043",1758,NA,NA,NA
"1181","060070018001",927,NA,NA,NA
"1182","060070018002",782,NA,NA,NA
"1183","060070018003",667,NA,NA,NA
"1184","060070018004",776,NA,NA,NA
"1185","060070018005",802,NA,NA,NA
"1186","060070019001",435,NA,NA,NA
"1187","060070019002",841,NA,NA,NA
"1188","060070019003",553,NA,NA,NA
"1189","060070019004",563,NA,NA,NA
"1190","060070020001",931,NA,NA,NA
"1191","060070020002",547,NA,NA,NA
"1192","060070020003",462,NA,NA,NA
"1193","060070020004",1002,NA,NA,NA
"1194","060070020005",1027,NA,NA,NA
"1195","060070020006",624,NA,NA,NA
"1196","060070021001",404,NA,NA,NA
"1197","060070021002",701,NA,NA,NA
"1198","060070021003",616,NA,NA,NA
"1199","060070021004",614,NA,NA,NA
"1200","060070021005",648,NA,NA,NA
"1201","060070022001",1604,NA,NA,NA
"1202","060070022002",1514,NA,NA,NA
"1203","060070022003",568,NA,NA,NA
"1204","060070022004",1126,NA,NA,NA
"1205","060070023001",724,NA,NA,NA
"1206","060070023002",439,NA,NA,NA
"1207","060070023003",841,NA,NA,NA
"1208","060070023004",1008,NA,NA,NA
"1209","060070023005",800,NA,NA,NA
"1210","060070024001",459,NA,NA,NA
"1211","060070024002",736,NA,NA,NA
"1212","060070024003",951,NA,NA,NA
"1213","060070024004",979,NA,NA,NA
"1214","060070024005",788,NA,NA,NA
"1215","060070025001",378,NA,NA,NA
"1216","060070025002",837,NA,NA,NA
"1217","060070025003",1368,NA,NA,NA
"1218","060070025004",1167,NA,NA,NA
"1219","060070026011",712,NA,NA,NA
"1220","060070026012",636,NA,NA,NA
"1221","060070026013",846,NA,NA,NA
"1222","060070026021",1015,NA,NA,NA
"1223","060070026022",1658,NA,NA,NA
"1224","060070026023",588,NA,NA,NA
"1225","060070027001",641,NA,NA,NA
"1226","060070027002",855,NA,NA,NA
"1227","060070027003",583,NA,NA,NA
"1228","060070027004",932,NA,NA,NA
"1229","060070027005",1131,NA,NA,NA
"1230","060070027006",1107,NA,NA,NA
"1231","060070028001",569,NA,NA,NA
"1232","060070028002",269,NA,NA,NA
"1233","060070028003",986,NA,NA,NA
"1234","060070028004",348,NA,NA,NA
"1235","060070028005",823,NA,NA,NA
"1236","060070029001",955,NA,NA,NA
"1237","060070029002",687,NA,NA,NA
"1238","060070030011",515,NA,NA,NA
"1239","060070030012",150,NA,NA,NA
"1240","060070030013",310,NA,NA,NA
"1241","060070030014",563,NA,NA,NA
"1242","060070030021",680,NA,NA,NA
"1243","060070030022",494,NA,NA,NA
"1244","060070030023",408,NA,NA,NA
"1245","060070030024",408,NA,NA,NA
"1246","060070031001",1389,NA,NA,NA
"1247","060070031002",564,NA,NA,NA
"1248","060070031003",644,NA,NA,NA
"1249","060070031004",977,NA,NA,NA
"1250","060070032001",690,NA,NA,NA
"1251","060070032002",1245,NA,NA,NA
"1252","060070032003",1146,NA,NA,NA
"1253","060070033001",1578,NA,NA,NA
"1254","060070033002",801,NA,NA,NA
"1255","060070033003",883,NA,NA,NA
"1256","060070034001",1116,NA,NA,NA
"1257","060070034002",1261,NA,NA,NA
"1258","060070035011",861,NA,NA,NA
"1259","060070035012",631,NA,NA,NA
"1260","060070035013",562,NA,NA,NA
"1261","060070035014",661,NA,NA,NA
"1262","060070035021",883,NA,NA,NA
"1263","060070035022",1044,NA,NA,NA
"1264","060070035023",762,NA,NA,NA
"1265","060070035024",842,NA,NA,NA
"1266","060070036001",543,NA,NA,NA
"1267","060070036002",1189,NA,NA,NA
"1268","060070036003",1479,NA,NA,NA
"1269","060070037001",954,NA,NA,NA
"1270","060070037002",848,NA,NA,NA
"1271","060070037003",807,NA,NA,NA
"1272","060070037004",778,NA,NA,NA
"1273","060090001201",4307,NA,NA,NA
"1274","060090001211",2191,NA,NA,NA
"1275","060090001212",1846,NA,NA,NA
"1276","060090001221",1675,NA,NA,NA
"1277","060090001222",439,NA,NA,NA
"1278","060090001223",1051,NA,NA,NA
"1279","060090002101",2879,NA,NA,NA
"1280","060090002102",2261,NA,NA,NA
"1281","060090002103",2510,NA,NA,NA
"1282","060090002104",2499,NA,NA,NA
"1283","060090002201",1702,NA,NA,NA
"1284","060090002202",4418,NA,NA,NA
"1285","060090003001",969,NA,NA,NA
"1286","060090003002",1577,NA,NA,NA
"1287","060090003003",1358,NA,NA,NA
"1288","060090003004",1877,NA,NA,NA
"1289","060090003005",767,NA,NA,NA
"1290","060090004001",319,NA,NA,NA
"1291","060090004002",406,NA,NA,NA
"1292","060090004003",624,NA,NA,NA
"1293","060090004004",435,NA,NA,NA
"1294","060090004005",327,NA,NA,NA
"1295","060090004006",350,NA,NA,NA
"1296","060090005011",780,NA,NA,NA
"1297","060090005012",1845,NA,NA,NA
"1298","060090005031",331,NA,NA,NA
"1299","060090005032",740,NA,NA,NA
"1300","060090005033",258,NA,NA,NA
"1301","060090005041",295,NA,NA,NA
"1302","060090005042",137,NA,NA,NA
"1303","060110001001",420,NA,NA,NA
"1304","060110001002",662,NA,NA,NA
"1305","060110001003",2305,NA,NA,NA
"1306","060110001004",1628,NA,NA,NA
"1307","060110002001",1210,NA,NA,NA
"1308","060110002002",752,NA,NA,NA
"1309","060110002003",1349,NA,NA,NA
"1310","060110002004",685,NA,NA,NA
